P_cname,data_type,p_affliation,p_description,p_eduction,p_gender,p_id,p_image,p_interest,p_languages,p_location,p_name,p_profession,p_specialties,s_add_post,s_add_state,s_add_street,s_add_suburb,s_address,s_afterhours,s_bulkbilled,s_clinic_name,s_description,s_id,s_mobile,s_opening_hours,s_phone,s_specialties,s_website
,Practitioner,,,,Female,38049,https://healthengine.imgix.net/photos/doctors/doc38049.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Herbal Medicine",,"282 Richardson Street, Middle Park, VIC 3206", Jenny Price,Female Practitioner,Chinese Medicine,3206,VIC,282 Richardson Street,Middle Park,282 Richardson Street,,,Vitality Organic Allied Health,,39202,,"<dl>
                        <dt>Monday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">08:00am - 11:30am</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 9682 8866,,
,Practitioner,,,,Female,37680,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"51 Market Street, Kensington, VIC 3031", Stella Pericleous,Female Practitioner,Chinese Medicine,3031,VIC,51 Market Street,Kensington,51 Market Street,,,Metro Chinese Medicine,,41522,,,(03) 9376 1562,,
,Practitioner,,,,Female,51856,https://healthengine.imgix.net/photos/doctors/doc51856-20150629012928.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Anxiety, Chinese Herbal Medicine, Chinese Medicine, General Health & Wellbeing, Infertility, Insomnia, Menstrual Disorders, Pain, Skin Treatment, Stress Management, Women's Health",,"Suite 4 / 162 Wanneroo Road, Yokine, WA 6060", Christine Park,Female Practitioner,"Acupuncture, Chinese Medicine",6060,WA,Suite 4 / 162 Wanneroo Road,Yokine,Suite 4 / 162 Wanneroo Road,,,Ping Ming Health Yokine,,33357,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <div></div>
        </dl>",(08) 9345 2668,,
,Practitioner,,,,,37760,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Level 4 / 12 Collins Street, Melbourne, VIC 3000", Michael Owens,,Chinese Medicine,3000,VIC,Level 4 / 12 Collins Street,Melbourne,Level 4 / 12 Collins Street,,,City Chinese Medicine,,41606,,,(03) 9639 2254,,
,Practitioner,,,,,37742,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"372-376 Albert Street, East Melbourne, VIC 3002", Amy O'Brien,,Chinese Medicine,3002,VIC,372-376 Albert Street,East Melbourne,372-376 Albert Street,,,Fertile Ground Health Group,,41557,,,(03) 9419 9988,,
,Practitioner,,,,Female,38882,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,"Acupuncture, Chinese Medicine, Diet & Lifestyle Advice, Digestive Conditions, Fertility Treatment, Women's Health",,"340 Punt Road, South Yarra, VIC 3141",Ms Katie Molloy,Female Practitioner,"Acupuncture, Chinese Medicine",3141,VIC,340 Punt Road,South Yarra,340 Punt Road,,,South Yarra Chiropractic & Wellness,,42855,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 12:00pm<br>03:00pm - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 12:00pm<br>03:00pm - 07:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 12:00pm<br>03:00pm - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 12:00pm<br>03:00pm - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 12:00pm<br>03:00pm - 07:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 12:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 9866 7463,,
,Practitioner,,,,Female,37747,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Suite 12 ,Level 1 / 329 Little Collins Street, Melbourne, VIC 3000", Jacinta Nash,Female Practitioner,Chinese Medicine,3000,VIC,"Suite 12 ,Level 1 / 329 Little Collins Street",Melbourne,"Suite 12 ,Level 1 / 329 Little Collins Street",,,Jacinta Nash Traditional Chinese Medicine,,41599,,,0422 980 428,,
,Practitioner,,,,Female,33690,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,"Acupuncture, Chinese Medicine, Musculoskeletal Injury, Stress Management",,"Unit 5 / 201 New South Head Rd, Edgecliff, NSW 2027",Ms Christine May,Female Practitioner,"Acupuncture, Chinese Medicine, Dentistry",2027,NSW,Unit 5 / 201 New South Head Rd,Edgecliff,Unit 5 / 201 New South Head Rd,,,Liminac Oral Wellbeing,,42805,,,(02) 9328 1423,,
,Practitioner,,,,Female,41942,https://healthengine.imgix.net/photos/doctors/doc41942.png?auto=compress&ixlib=php-2.1.0&or=0,Chinese Medicine,,"47 Scarborough Beach Road, Scarborough, WA 6019", Trudy Matthews,Female Practitioner,"Acupuncture, Chinese Medicine, Nutritional & Environmental Medicine",6019,WA,47 Scarborough Beach Road,Scarborough,47 Scarborough Beach Road,,,Scarborough Traditional Acupuncture & Chinese Medicine,,47684,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 07:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 07:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 04:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(08) 9245 1887,,
,Practitioner,,,,,37765,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"481 Charles Street, North Perth, WA 6006", Wei Meng,,Chinese Medicine,6006,WA,481 Charles Street,North Perth,481 Charles Street,,,JingHua Acupuncture Clinic,,41610,,,(08) 9242 1848,,
,Practitioner,,,,Female,37707,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"698 Nicholson Street, Fitzroy North, VIC 3068",Dr Sera Ma,Female Practitioner,Chinese Medicine,3068,VIC,698 Nicholson Street,Fitzroy North,698 Nicholson Street,,,Sera Ma Chinese Medicine Practitioner,,42299,,,(03) 9486 8998,,
,Practitioner,,,,Female,30602,https://healthengine.imgix.net/photos/doctors/doc30602.?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Digestive Conditions, Herbal Medicine, Hormonal Conditions, Myotherapy, Stress Management",,"Level 12 / 15 Collins Street, Melbourne, VIC 3000",Ms Diana Lui,Female Practitioner,"Acupuncture, Chinese Medicine",3000,VIC,Level 12 / 15 Collins Street,Melbourne,Your Day Spa,,,Kensho Clinic,,33946,,"<dl>
                        <dt>Monday:</dt>
                <dd>Closed</dd>
                                <dt>Tuesday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>Closed</dd>
                                <dt>Thursday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>Closed</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">Closed</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",0426 210 888,,
,Practitioner,,,,,37834,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Suite 8 / 228 Clarendon St, East Melbourne, VIC 3002", Yew Kian Loyeung,,Chinese Medicine,3002,VIC,Suite 8 / 228 Clarendon St,East Melbourne,Suite 8 / 228 Clarendon St,,,the acupuncture IVF support clinic,,41603,,,(03) 9078 5759,,
,Practitioner,,,,,37739,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"373 Clarendon Street, South Melbourne, VIC 3205", Nicholas Livingston,,Chinese Medicine,3205,VIC,373 Clarendon Street,South Melbourne,373 Clarendon Street,,,Relative Therapies,,41592,,,(03) 9690 3337,,
,Practitioner,,,,Male,56549,https://healthengine.imgix.net/photos/doctors/doc56549-20160413044327.jpg?auto=compress&ixlib=php-2.1.0&or=0,,,"147 Richmond Rd, Morningside, QLD 4170", Mark McAuliffe,Male Practitioner,"Acupuncture, Chinese Medicine",4170,QLD,147 Richmond Rd,Morningside,147 Richmond Rd,,,Morningside Acupuncture & Natural Therapies Healing Sanctuary,,61450,,"<dl>
                        <dt>Monday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>Closed</dd>
                                <dt>Thursday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>08:00am - 12:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">08:00am - 12:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(07) 3399 7251,,
,Practitioner,,,,Male,34972,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Suite 1, 1st Floor / 49-51 Beecroft Road, Epping, NSW 2121",Dr Chang-Ho (Jacob) Lim,Male Practitioner,"Chinese Medicine, Chiropractic",2121,NSW,"Suite 1, 1st Floor / 49-51 Beecroft Road",Epping,"Suite 1, 1st Floor / 49-51 Beecroft Road",,,Epping Family Chiropractic,,38358,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 02:30pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(02) 9868 1998,,
,Practitioner,,,,Female,39019,https://healthengine.imgix.net/photos/doctors/doc39019.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Medicine",,"Office 3 / 20 Churchill Avenue, Subiaco, WA 6008",Dr Yan Li,Female Practitioner,"Acupuncture, Chinese Medicine",6008,WA,Office 3 / 20 Churchill Avenue,Subiaco,Office 3 / 20 Churchill Avenue,,,Yan Acupuncture Clinic,,42780,0403 623 220,"<dl>
                        <dt>Monday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>08:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">08:00am - 02:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",0403 623 220,,
,Practitioner,,,,Female,37673,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Level 4 / 407 Swanston Street, Melbourne, VIC 3000", Christine Lee,Female Practitioner,Chinese Medicine,3000,VIC,Level 4 / 407 Swanston Street,Melbourne,Level 4 / 407 Swanston Street,,,City Health,,41515,,,(03) 9662 2395,,
,Practitioner,,,,,38444,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Level 2, / 33 Bayswater Road, Potts Point, NSW 2011", Peichin Lin,,Chinese Medicine,2011,NSW,"Level 2, / 33 Bayswater Road",Potts Point,"Level 2, / 33 Bayswater Road",,,Chirosports Kings Cross,,38154,,,(02) 8354 1534,,
,Practitioner,,,,,44512,https://healthengine.imgix.net/photos/doctors/doc44512-20140417044617.png?auto=compress&ixlib=php-2.1.0&or=0,,,"31 Wantirna Road, Ringwood, VIC 3134", Lauren Joy Lanzoni,,Chinese Medicine,3134,VIC,31 Wantirna Road,Ringwood,31 Wantirna Road,,,Almond Wellness Centre,,56027,,"<dl>
                        <dt>Monday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>10:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>10:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 03:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>11:00am - 02:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 8802 1519,,
